,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,day_of_week,month,score_diff,score_total,winner,loser,spread_winner,spread_loser,over_under_winner,over_under_diff
0,2003,1,False,WAS,16.0,13.0,NYJ,WAS,3.0,40.0,FedEx Field,False,74.0,9.0,89.0,,Thursday,September,3.0,29.0,WAS,NYJ,PUSH,PUSH,UNDER,-11.0
1,2003,1,False,TEN,25.0,20.0,LVR,TEN,3.5,46.0,Nissan Stadium,False,70.0,6.0,72.0,,Sunday,September,5.0,45.0,TEN,LVR,TEN,LVR,UNDER,-1.0
2,2003,1,False,SEA,27.0,10.0,NO,SEA,3.0,48.5,CenturyLink Field,False,62.0,10.0,81.0,,Sunday,September,17.0,37.0,SEA,NO,SEA,NO,UNDER,-11.5
3,2003,1,False,SF,49.0,7.0,CHI,SF,6.5,40.5,Candlestick Park,False,63.0,15.0,75.0,,Sunday,September,42.0,56.0,SF,CHI,SF,CHI,OVER,15.5
4,2003,1,False,NYG,23.0,13.0,LAR,LAR,-1.0,46.5,Giants Stadium,False,72.0,6.0,55.0,,Sunday,September,10.0,36.0,NYG,LAR,NYG,LAR,UNDER,-10.5
5,2003,1,False,MIA,20.0,21.0,HOU,MIA,14.0,34.5,Sun Life Stadium,False,82.0,8.0,80.0,,Sunday,September,-1.0,41.0,HOU,MIA,HOU,MIA,OVER,6.5
6,2003,1,False,KC,27.0,14.0,LAC,KC,4.5,47.0,Arrowhead Stadium,False,70.0,7.0,58.0,,Sunday,September,13.0,41.0,KC,LAC,KC,LAC,UNDER,-6.0
7,2003,1,False,PIT,34.0,15.0,BAL,PIT,4.0,38.5,Heinz Field,False,64.0,4.0,71.0,,Sunday,September,19.0,49.0,PIT,BAL,PIT,BAL,OVER,10.5
8,2003,1,False,DET,42.0,24.0,ARI,DET,3.5,39.0,Ford Field,False,72.0,0.0,,indoor,Sunday,September,18.0,66.0,DET,ARI,DET,ARI,OVER,27.0
9,2003,1,False,DAL,13.0,27.0,ATL,DAL,2.0,36.5,Texas Stadium,False,75.0,6.0,51.0,,Sunday,September,-14.0,40.0,ATL,DAL,ATL,DAL,OVER,3.5
10,2003,1,False,CLE,6.0,9.0,IND,IND,-2.0,48.0,FirstEnergy Stadium,False,65.0,4.0,72.0,,Sunday,September,-3.0,15.0,IND,CLE,IND,CLE,UNDER,-33.0
11,2003,1,False,CIN,10.0,30.0,DEN,DEN,-6.0,43.5,Paul Brown Stadium,False,65.0,5.0,75.0,,Sunday,September,-20.0,40.0,DEN,CIN,DEN,CIN,UNDER,-3.5
12,2003,1,False,CAR,24.0,23.0,JAX,CAR,4.0,34.5,Bank of America Stadium,False,67.0,9.0,79.0,,Sunday,September,1.0,47.0,CAR,JAX,JAX,CAR,OVER,12.5
13,2003,1,False,BUF,31.0,0.0,NE,BUF,1.0,44.5,Ralph Wilson Stadium,False,64.0,11.0,82.0,,Sunday,September,31.0,31.0,BUF,NE,BUF,NE,UNDER,-13.5
14,2003,1,False,GB,25.0,30.0,MIN,GB,4.0,47.0,Lambeau Field,False,68.0,7.0,86.0,,Sunday,September,-5.0,55.0,MIN,GB,MIN,GB,OVER,8.0
15,2003,1,False,PHI,0.0,17.0,TB,PHI,3.0,36.0,Lincoln Financial Field,False,72.0,9.0,66.0,,Monday,September,-17.0,17.0,TB,PHI,TB,PHI,UNDER,-19.0
16,2003,2,False,NYJ,10.0,21.0,MIA,MIA,-3.0,37.0,Giants Stadium,False,73.0,13.0,92.0,,Sunday,September,-11.0,31.0,MIA,NYJ,MIA,NYJ,UNDER,-6.0
17,2003,2,False,TB,9.0,12.0,CAR,TB,9.0,34.5,Raymond James Stadium,False,81.0,5.0,61.0,,Sunday,September,-3.0,21.0,CAR,TB,CAR,TB,UNDER,-13.5
18,2003,2,False,LAR,27.0,24.0,SF,LAR,3.0,47.5,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,September,3.0,51.0,LAR,SF,PUSH,PUSH,OVER,3.5
19,2003,2,False,LAC,13.0,37.0,DEN,DEN,-3.0,43.0,Qualcomm Stadium,False,70.0,8.0,83.0,,Sunday,September,-24.0,50.0,DEN,LAC,DEN,LAC,OVER,7.0
20,2003,2,False,PHI,10.0,31.0,NE,PHI,4.0,38.0,Lincoln Financial Field,False,76.0,8.0,90.0,,Sunday,September,-21.0,41.0,NE,PHI,NE,PHI,OVER,3.0
21,2003,2,False,LVR,23.0,20.0,CIN,LVR,12.0,45.0,Oakland Coliseum,False,66.0,11.0,77.0,,Sunday,September,3.0,43.0,LVR,CIN,CIN,LVR,UNDER,-2.0
22,2003,2,False,NO,31.0,10.0,HOU,NO,8.0,40.5,Louisiana Superdome,False,72.0,0.0,,indoor,Sunday,September,21.0,41.0,NO,HOU,NO,HOU,OVER,0.5
23,2003,2,False,BAL,33.0,13.0,CLE,BAL,2.5,39.0,M&T Bank Stadium,False,72.0,6.0,87.0,,Sunday,September,20.0,46.0,BAL,CLE,BAL,CLE,OVER,7.0
24,2003,2,False,KC,41.0,20.0,PIT,KC,3.5,48.0,Arrowhead Stadium,False,62.0,10.0,78.0,,Sunday,September,21.0,61.0,KC,PIT,KC,PIT,OVER,13.0
25,2003,2,False,JAX,17.0,38.0,BUF,BUF,-3.0,42.0,EverBank Field,False,80.0,7.0,69.0,,Sunday,September,-21.0,55.0,BUF,JAX,BUF,JAX,OVER,13.0
26,2003,2,False,IND,33.0,7.0,TEN,IND,2.5,44.0,RCA Dome,False,72.0,0.0,,indoor,Sunday,September,26.0,40.0,IND,TEN,IND,TEN,UNDER,-4.0
27,2003,2,False,GB,31.0,6.0,DET,GB,7.0,45.5,Lambeau Field,False,64.0,7.0,92.0,,Sunday,September,25.0,37.0,GB,DET,GB,DET,UNDER,-8.5
28,2003,2,False,ATL,31.0,33.0,WAS,ATL,3.0,39.5,Georgia Dome,False,72.0,0.0,,indoor,Sunday,September,-2.0,64.0,WAS,ATL,WAS,ATL,OVER,24.5
29,2003,2,False,ARI,0.0,38.0,SEA,SEA,-5.0,44.5,University of Phoenix Stadium,False,92.0,8.0,17.0,,Sunday,September,-38.0,38.0,SEA,ARI,SEA,ARI,UNDER,-6.5
30,2003,2,False,MIN,24.0,13.0,CHI,MIN,9.0,44.5,Hubert H. Humphrey Metrodome,False,72.0,0.0,,indoor,Sunday,September,11.0,37.0,MIN,CHI,MIN,CHI,UNDER,-7.5
31,2003,2,False,NYG,32.0,35.0,DAL,NYG,7.5,36.5,Giants Stadium,False,75.0,10.0,86.0,,Monday,September,-3.0,67.0,DAL,NYG,DAL,NYG,OVER,30.5
32,2003,3,False,LAC,10.0,24.0,BAL,LAC,1.5,38.5,Qualcomm Stadium,False,69.0,8.0,86.0,,Sunday,September,-14.0,34.0,BAL,LAC,BAL,LAC,UNDER,-4.5
33,2003,3,False,WAS,21.0,24.0,NYG,WAS,1.5,43.5,FedEx Field,False,72.0,8.0,79.0,,Sunday,September,-3.0,45.0,NYG,WAS,NYG,WAS,OVER,1.5
34,2003,3,False,TEN,27.0,12.0,NO,TEN,4.5,43.5,Nissan Stadium,False,70.0,7.0,73.0,,Sunday,September,15.0,39.0,TEN,NO,TEN,NO,UNDER,-4.5
35,2003,3,False,SEA,24.0,23.0,LAR,SEA,3.0,47.0,CenturyLink Field,False,58.0,10.0,74.0,,Sunday,September,1.0,47.0,SEA,LAR,LAR,SEA,PUSH,0.0
36,2003,3,False,SF,12.0,13.0,CLE,SF,7.0,44.5,Candlestick Park,False,70.0,9.0,62.0,,Sunday,September,-1.0,25.0,CLE,SF,CLE,SF,UNDER,-19.5
37,2003,3,False,MIA,17.0,7.0,BUF,MIA,3.0,40.5,Sun Life Stadium,False,84.0,15.0,74.0,,Sunday,September,10.0,24.0,MIA,BUF,MIA,BUF,UNDER,-16.5
38,2003,3,False,NE,23.0,16.0,NYJ,NE,6.0,38.0,Gillette Stadium,False,69.0,10.0,61.0,,Sunday,September,7.0,39.0,NE,NYJ,NE,NYJ,OVER,1.0
39,2003,3,False,HOU,14.0,42.0,KC,KC,-7.5,44.0,Reliant Stadium,False,72.0,0.0,,indoor,Sunday,September,-28.0,56.0,KC,HOU,KC,HOU,OVER,12.0
40,2003,3,False,DET,13.0,23.0,MIN,MIN,-4.0,47.5,Ford Field,False,72.0,0.0,,indoor,Sunday,September,-10.0,36.0,MIN,DET,MIN,DET,UNDER,-11.5
41,2003,3,False,CIN,10.0,17.0,PIT,PIT,-4.5,44.5,Paul Brown Stadium,False,63.0,5.0,73.0,,Sunday,September,-7.0,27.0,PIT,CIN,PIT,CIN,UNDER,-17.5
42,2003,3,False,ATL,10.0,31.0,TB,TB,-6.5,35.5,Georgia Dome,False,72.0,0.0,,indoor,Sunday,September,-21.0,41.0,TB,ATL,TB,ATL,OVER,5.5
43,2003,3,False,ARI,20.0,13.0,GB,GB,-7.5,42.5,University of Phoenix Stadium,False,90.0,6.0,13.0,,Sunday,September,7.0,33.0,ARI,GB,ARI,GB,UNDER,-9.5
44,2003,3,False,IND,23.0,13.0,JAX,IND,7.5,42.0,RCA Dome,False,72.0,0.0,,indoor,Sunday,September,10.0,36.0,IND,JAX,IND,JAX,UNDER,-6.0
45,2003,3,False,DEN,31.0,10.0,LVR,DEN,5.5,45.0,Sports Authority Field at Mile High,False,58.0,11.0,34.0,,Monday,September,21.0,41.0,DEN,LVR,DEN,LVR,UNDER,-4.0
46,2003,4,False,LAR,37.0,13.0,ARI,LAR,11.5,45.5,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,September,24.0,50.0,LAR,ARI,LAR,ARI,OVER,4.5
47,2003,4,False,PIT,13.0,30.0,TEN,PIT,3.5,44.0,Heinz Field,False,55.0,7.0,82.0,,Sunday,September,-17.0,43.0,TEN,PIT,TEN,PIT,UNDER,-1.0
48,2003,4,False,LVR,34.0,31.0,LAC,LVR,7.0,41.5,Oakland Coliseum,False,62.0,13.0,80.0,,Sunday,September,3.0,65.0,LVR,LAC,LAC,LVR,OVER,23.5
49,2003,4,False,NYJ,6.0,17.0,DAL,NYJ,3.0,37.0,Giants Stadium,False,70.0,12.0,94.0,,Sunday,September,-11.0,23.0,DAL,NYJ,DAL,NYJ,UNDER,-14.0
50,2003,4,False,NO,21.0,55.0,IND,IND,-1.5,42.0,Louisiana Superdome,False,72.0,0.0,,indoor,Sunday,September,-34.0,76.0,IND,NO,IND,NO,OVER,34.0
51,2003,4,False,MIN,35.0,7.0,SF,PICK,0.0,43.0,Hubert H. Humphrey Metrodome,False,72.0,0.0,,indoor,Sunday,September,28.0,42.0,MIN,SF,MIN,SF,UNDER,-1.0
52,2003,4,False,CAR,23.0,3.0,ATL,CAR,6.0,35.5,Bank of America Stadium,False,67.0,7.0,73.0,,Sunday,September,20.0,26.0,CAR,ATL,CAR,ATL,UNDER,-9.5
53,2003,4,False,DEN,20.0,16.0,DET,DEN,12.0,44.0,Sports Authority Field at Mile High,False,54.0,8.0,37.0,,Sunday,September,4.0,36.0,DEN,DET,DET,DEN,UNDER,-8.0
54,2003,4,False,CLE,14.0,21.0,CIN,CLE,4.5,40.0,FirstEnergy Stadium,False,54.0,10.0,71.0,,Sunday,September,-7.0,35.0,CIN,CLE,CIN,CLE,UNDER,-5.0
55,2003,4,False,BUF,13.0,23.0,PHI,BUF,3.0,39.5,Ralph Wilson Stadium,False,56.0,10.0,75.0,,Sunday,September,-10.0,36.0,PHI,BUF,PHI,BUF,UNDER,-3.5
56,2003,4,False,BAL,10.0,17.0,KC,KC,-3.0,43.5,M&T Bank Stadium,False,68.0,10.0,72.0,,Sunday,September,-7.0,27.0,KC,BAL,KC,BAL,UNDER,-16.5
57,2003,4,False,HOU,24.0,20.0,JAX,JAX,-2.5,37.5,Reliant Stadium,False,72.0,0.0,,indoor,Sunday,September,4.0,44.0,HOU,JAX,HOU,JAX,OVER,6.5
58,2003,4,False,WAS,20.0,17.0,NE,WAS,3.5,43.0,FedEx Field,False,69.0,11.0,74.0,,Sunday,September,3.0,37.0,WAS,NE,NE,WAS,UNDER,-6.0
59,2003,4,False,CHI,23.0,38.0,GB,GB,-4.0,41.5,Soldier Field,False,49.0,12.0,65.0,,Monday,September,-15.0,61.0,GB,CHI,GB,CHI,OVER,19.5
60,2003,5,False,ATL,26.0,39.0,MIN,MIN,-4.5,43.5,Georgia Dome,False,72.0,0.0,,indoor,Sunday,October,-13.0,65.0,MIN,ATL,MIN,ATL,OVER,21.5
61,2003,5,False,BUF,22.0,16.0,CIN,BUF,7.0,40.0,Ralph Wilson Stadium,False,44.0,13.0,63.0,,Sunday,October,6.0,38.0,BUF,CIN,CIN,BUF,UNDER,-2.0
62,2003,5,False,CAR,19.0,13.0,NO,CAR,7.0,37.5,Bank of America Stadium,False,62.0,5.0,66.0,,Sunday,October,6.0,32.0,CAR,NO,NO,CAR,UNDER,-5.5
63,2003,5,False,CHI,24.0,21.0,LVR,LVR,-3.5,43.5,Soldier Field,False,48.0,5.0,73.0,,Sunday,October,3.0,45.0,CHI,LVR,CHI,LVR,OVER,1.5
64,2003,5,False,DAL,24.0,7.0,ARI,DAL,7.5,39.5,Texas Stadium,False,73.0,8.0,76.0,,Sunday,October,17.0,31.0,DAL,ARI,DAL,ARI,UNDER,-8.5
65,2003,5,False,GB,35.0,13.0,SEA,GB,1.0,45.0,Lambeau Field,False,40.0,5.0,67.0,,Sunday,October,22.0,48.0,GB,SEA,GB,SEA,OVER,3.0
66,2003,5,False,JAX,27.0,21.0,LAC,JAX,3.0,42.5,EverBank Field,False,76.0,5.0,77.0,,Sunday,October,6.0,48.0,JAX,LAC,JAX,LAC,OVER,5.5
67,2003,5,False,KC,24.0,23.0,DEN,KC,3.5,46.5,Arrowhead Stadium,False,62.0,10.0,73.0,,Sunday,October,1.0,47.0,KC,DEN,DEN,KC,OVER,0.5
68,2003,5,False,NE,38.0,30.0,TEN,NE,1.0,40.5,Gillette Stadium,False,54.0,14.0,60.0,,Sunday,October,8.0,68.0,NE,TEN,NE,TEN,OVER,27.5
69,2003,5,False,NYG,10.0,23.0,MIA,NYG,1.5,38.0,Giants Stadium,False,54.0,12.0,60.0,,Sunday,October,-13.0,33.0,MIA,NYG,MIA,NYG,UNDER,-5.0
70,2003,5,False,PHI,27.0,25.0,WAS,PHI,4.5,40.5,Lincoln Financial Field,False,53.0,12.0,65.0,,Sunday,October,2.0,52.0,PHI,WAS,WAS,PHI,OVER,11.5
71,2003,5,False,PIT,13.0,33.0,CLE,PIT,7.0,42.0,Heinz Field,False,47.0,7.0,63.0,,Sunday,October,-20.0,46.0,CLE,PIT,CLE,PIT,OVER,4.0
72,2003,5,False,SF,24.0,17.0,DET,SF,7.5,42.5,Candlestick Park,False,61.0,12.0,77.0,,Sunday,October,7.0,41.0,SF,DET,DET,SF,UNDER,-1.5
73,2003,5,False,TB,35.0,38.0,IND,TB,4.5,37.5,Raymond James Stadium,False,78.0,4.0,72.0,,Monday,October,-3.0,73.0,IND,TB,IND,TB,OVER,35.5
74,2003,6,False,NO,20.0,13.0,CHI,NO,6.5,43.0,Louisiana Superdome,False,72.0,0.0,,indoor,Sunday,October,7.0,33.0,NO,CHI,NO,CHI,UNDER,-10.0
75,2003,6,False,SEA,20.0,19.0,SF,SEA,3.5,44.5,CenturyLink Field,False,52.0,19.0,83.0,,Sunday,October,1.0,39.0,SEA,SF,SF,SEA,UNDER,-5.5
76,2003,6,False,NE,17.0,6.0,NYG,NE,2.5,42.5,Gillette Stadium,False,54.0,9.0,95.0,,Sunday,October,11.0,23.0,NE,NYG,NE,NYG,UNDER,-19.5
77,2003,6,False,WAS,13.0,35.0,TB,TB,-3.5,37.0,FedEx Field,False,67.0,9.0,63.0,,Sunday,October,-22.0,48.0,TB,WAS,TB,WAS,OVER,11.0
78,2003,6,False,TEN,38.0,17.0,HOU,TEN,8.5,39.5,Nissan Stadium,False,68.0,5.0,81.0,,Sunday,October,21.0,55.0,TEN,HOU,TEN,HOU,OVER,15.5
79,2003,6,False,JAX,10.0,24.0,MIA,MIA,-3.5,38.0,EverBank Field,False,73.0,9.0,98.0,,Sunday,October,-14.0,34.0,MIA,JAX,MIA,JAX,UNDER,-4.0
80,2003,6,False,NYJ,30.0,3.0,BUF,BUF,-1.0,36.5,Giants Stadium,False,64.0,15.0,68.0,,Sunday,October,27.0,33.0,NYJ,BUF,NYJ,BUF,UNDER,-3.5
81,2003,6,False,GB,34.0,40.0,KC,GB,2.5,47.5,Lambeau Field,False,56.0,16.0,72.0,,Sunday,October,-6.0,74.0,KC,GB,KC,GB,OVER,26.5
82,2003,6,False,DEN,17.0,14.0,PIT,DEN,6.5,45.0,Sports Authority Field at Mile High,False,52.0,9.0,28.0,,Sunday,October,3.0,31.0,DEN,PIT,PIT,DEN,UNDER,-14.0
83,2003,6,False,IND,20.0,23.0,CAR,IND,4.0,37.5,RCA Dome,False,72.0,0.0,,indoor,Sunday,October,-3.0,43.0,CAR,IND,CAR,IND,OVER,5.5
84,2003,6,False,DAL,23.0,21.0,PHI,DAL,1.0,37.5,Texas Stadium,False,72.0,10.0,75.0,,Sunday,October,2.0,44.0,DAL,PHI,DAL,PHI,OVER,6.5
85,2003,6,False,CLE,13.0,7.0,LVR,CLE,3.5,43.5,FirstEnergy Stadium,False,62.0,11.0,65.0,,Sunday,October,6.0,20.0,CLE,LVR,CLE,LVR,UNDER,-23.5
86,2003,6,False,ARI,18.0,26.0,BAL,BAL,-6.5,37.0,University of Phoenix Stadium,False,85.0,6.0,42.0,,Sunday,October,-8.0,44.0,BAL,ARI,BAL,ARI,OVER,7.0
87,2003,6,False,LAR,36.0,0.0,ATL,LAR,10.0,46.0,Edward Jones Dome,False,72.0,0.0,,indoor,Monday,October,36.0,36.0,LAR,ATL,LAR,ATL,UNDER,-10.0
88,2003,7,False,SF,24.0,7.0,TB,TB,-5.0,39.0,Candlestick Park,False,61.0,10.0,74.0,,Sunday,October,17.0,31.0,SF,TB,SF,TB,UNDER,-8.0
89,2003,7,False,NYG,10.0,14.0,PHI,NYG,3.0,37.0,Giants Stadium,False,53.0,12.0,68.0,,Sunday,October,-4.0,24.0,PHI,NYG,PHI,NYG,UNDER,-13.0
90,2003,7,False,MIN,28.0,20.0,DEN,MIN,4.0,44.0,Hubert H. Humphrey Metrodome,False,72.0,0.0,,indoor,Sunday,October,8.0,48.0,MIN,DEN,MIN,DEN,OVER,4.0
91,2003,7,False,MIA,13.0,19.0,NE,MIA,6.5,37.0,Sun Life Stadium,False,78.0,6.0,72.0,,Sunday,October,-6.0,32.0,NE,MIA,NE,MIA,UNDER,-5.0
92,2003,7,False,HOU,14.0,19.0,NYJ,NYJ,-3.5,38.0,Reliant Stadium,False,72.0,0.0,,indoor,Sunday,October,-5.0,33.0,NYJ,HOU,NYJ,HOU,UNDER,-5.0
93,2003,7,False,CAR,17.0,37.0,TEN,PICK,0.0,37.5,Bank of America Stadium,False,56.0,3.0,74.0,,Sunday,October,-20.0,54.0,TEN,CAR,TEN,CAR,OVER,16.5
94,2003,7,False,CLE,20.0,26.0,LAC,CLE,3.5,41.0,FirstEnergy Stadium,False,52.0,10.0,67.0,,Sunday,October,-6.0,46.0,LAC,CLE,LAC,CLE,OVER,5.0
95,2003,7,False,CIN,34.0,26.0,BAL,BAL,-1.0,36.0,Paul Brown Stadium,False,56.0,5.0,67.0,,Sunday,October,8.0,60.0,CIN,BAL,CIN,BAL,OVER,24.0
96,2003,7,False,SEA,24.0,17.0,CHI,SEA,11.0,41.5,CenturyLink Field,False,60.0,10.0,78.0,,Sunday,October,7.0,41.0,SEA,CHI,CHI,SEA,UNDER,-0.5
97,2003,7,False,BUF,24.0,7.0,WAS,BUF,3.0,38.0,Ralph Wilson Stadium,False,44.0,9.0,88.0,,Sunday,October,17.0,31.0,BUF,WAS,BUF,WAS,UNDER,-7.0
98,2003,7,False,ATL,17.0,45.0,NO,NO,-3.0,42.0,Georgia Dome,False,72.0,0.0,,indoor,Sunday,October,-28.0,62.0,NO,ATL,NO,ATL,OVER,20.0
99,2003,7,False,DET,7.0,38.0,DAL,DAL,-3.0,39.0,Ford Field,False,72.0,0.0,,indoor,Sunday,October,-31.0,45.0,DAL,DET,DAL,DET,OVER,6.0
100,2003,7,False,LAR,34.0,24.0,GB,LAR,4.0,48.5,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,October,10.0,58.0,LAR,GB,LAR,GB,OVER,9.5
101,2003,7,False,LVR,10.0,17.0,KC,KC,-4.5,47.5,Oakland Coliseum,False,63.0,6.0,74.0,,Monday,October,-7.0,27.0,KC,LVR,KC,LVR,UNDER,-20.5
102,2003,8,False,ARI,16.0,13.0,SF,SF,-7.0,41.0,University of Phoenix Stadium,False,76.0,14.0,6.0,,Sunday,October,3.0,29.0,ARI,SF,ARI,SF,UNDER,-12.0
103,2003,8,False,TB,16.0,0.0,DAL,TB,6.0,37.0,Raymond James Stadium,False,78.0,8.0,72.0,,Sunday,October,16.0,16.0,TB,DAL,TB,DAL,UNDER,-21.0
104,2003,8,False,PIT,21.0,33.0,LAR,PIT,1.0,45.5,Heinz Field,False,57.0,6.0,91.0,,Sunday,October,-12.0,54.0,LAR,PIT,LAR,PIT,OVER,8.5
105,2003,8,False,PHI,24.0,17.0,NYJ,PHI,3.0,36.0,Lincoln Financial Field,False,64.0,11.0,87.0,,Sunday,October,7.0,41.0,PHI,NYJ,PHI,NYJ,OVER,5.0
106,2003,8,False,NE,9.0,3.0,CLE,NE,4.5,37.5,Gillette Stadium,False,56.0,14.0,88.0,,Sunday,October,6.0,12.0,NE,CLE,NE,CLE,UNDER,-25.5
107,2003,8,False,MIN,17.0,29.0,NYG,MIN,5.5,44.5,Hubert H. Humphrey Metrodome,False,72.0,0.0,,indoor,Sunday,October,-12.0,46.0,NYG,MIN,NYG,MIN,OVER,1.5
108,2003,8,False,NO,20.0,23.0,CAR,NO,3.0,39.5,Louisiana Superdome,False,72.0,0.0,,indoor,Sunday,October,-3.0,43.0,CAR,NO,CAR,NO,OVER,3.5
109,2003,8,False,JAX,17.0,30.0,TEN,TEN,-4.5,43.5,EverBank Field,False,75.0,7.0,74.0,,Sunday,October,-13.0,47.0,TEN,JAX,TEN,JAX,OVER,3.5
110,2003,8,False,IND,30.0,21.0,HOU,IND,13.0,44.0,RCA Dome,False,72.0,0.0,,indoor,Sunday,October,9.0,51.0,IND,HOU,HOU,IND,OVER,7.0
111,2003,8,False,CIN,27.0,24.0,SEA,SEA,-3.0,41.5,Paul Brown Stadium,False,51.0,10.0,88.0,,Sunday,October,3.0,51.0,CIN,SEA,CIN,SEA,OVER,9.5
112,2003,8,False,CHI,24.0,16.0,DET,CHI,3.0,37.5,Soldier Field,False,43.0,10.0,75.0,,Sunday,October,8.0,40.0,CHI,DET,CHI,DET,OVER,2.5
113,2003,8,False,BAL,26.0,6.0,DEN,BAL,2.5,36.5,M&T Bank Stadium,False,64.0,9.0,87.0,,Sunday,October,20.0,32.0,BAL,DEN,BAL,DEN,UNDER,-4.5
114,2003,8,False,KC,38.0,5.0,BUF,KC,5.5,43.5,Arrowhead Stadium,False,42.0,9.0,66.0,,Sunday,October,33.0,43.0,KC,BUF,KC,BUF,UNDER,-0.5
115,2003,8,False,LAC,10.0,26.0,MIA,MIA,-6.5,38.5,Sun Devil Stadium,True,79.0,3.0,,,Monday,October,-16.0,36.0,MIA,LAC,MIA,LAC,UNDER,-2.5
116,2003,9,False,TB,14.0,17.0,NO,TB,8.0,39.0,Raymond James Stadium,False,76.0,9.0,72.0,,Sunday,November,-3.0,31.0,NO,TB,NO,TB,UNDER,-8.0
117,2003,9,False,SEA,23.0,16.0,PIT,SEA,5.0,44.0,CenturyLink Field,False,38.0,9.0,81.0,,Sunday,November,7.0,39.0,SEA,PIT,SEA,PIT,UNDER,-5.0
118,2003,9,False,SF,30.0,10.0,LAR,LAR,-5.0,44.0,Candlestick Park,False,52.0,10.0,74.0,,Sunday,November,20.0,40.0,SF,LAR,SF,LAR,UNDER,-4.0
119,2003,9,False,NYJ,28.0,31.0,NYG,NYG,-3.5,40.0,Giants Stadium,False,65.0,7.0,71.0,,Sunday,November,-3.0,59.0,NYG,NYJ,NYJ,NYG,OVER,19.0
120,2003,9,False,MIN,27.0,30.0,GB,MIN,5.5,49.0,Hubert H. Humphrey Metrodome,False,72.0,0.0,,indoor,Sunday,November,-3.0,57.0,GB,MIN,GB,MIN,OVER,8.0
121,2003,9,False,HOU,14.0,10.0,CAR,CAR,-6.0,37.0,Reliant Stadium,False,72.0,0.0,,indoor,Sunday,November,4.0,24.0,HOU,CAR,HOU,CAR,UNDER,-13.0
122,2003,9,False,MIA,17.0,23.0,IND,MIA,3.0,39.5,Sun Life Stadium,False,77.0,11.0,78.0,,Sunday,November,-6.0,40.0,IND,MIA,IND,MIA,OVER,0.5
123,2003,9,False,DAL,21.0,14.0,WAS,DAL,6.0,38.5,Texas Stadium,False,73.0,12.0,74.0,,Sunday,November,7.0,35.0,DAL,WAS,DAL,WAS,UNDER,-3.5
124,2003,9,False,CHI,20.0,7.0,LAC,CHI,1.0,39.0,Soldier Field,False,50.0,5.0,97.0,,Sunday,November,13.0,27.0,CHI,LAC,CHI,LAC,UNDER,-12.0
125,2003,9,False,BAL,24.0,17.0,JAX,BAL,7.0,37.5,M&T Bank Stadium,False,65.0,3.0,83.0,,Sunday,November,7.0,41.0,BAL,JAX,PUSH,PUSH,OVER,3.5
126,2003,9,False,ATL,16.0,23.0,PHI,PHI,-6.0,39.5,Georgia Dome,False,72.0,0.0,,indoor,Sunday,November,-7.0,39.0,PHI,ATL,PHI,ATL,UNDER,-0.5
127,2003,9,False,ARI,17.0,14.0,CIN,CIN,-3.0,39.0,University of Phoenix Stadium,False,65.0,8.0,52.0,,Sunday,November,3.0,31.0,ARI,CIN,ARI,CIN,UNDER,-8.0
128,2003,9,False,DET,23.0,13.0,LVR,LVR,-3.5,39.5,Ford Field,False,72.0,0.0,,indoor,Sunday,November,10.0,36.0,DET,LVR,DET,LVR,UNDER,-3.5
129,2003,9,False,DEN,26.0,30.0,NE,DEN,2.0,36.0,Sports Authority Field at Mile High,False,35.0,10.0,100.0,,Monday,November,-4.0,56.0,NE,DEN,NE,DEN,OVER,20.0
130,2003,10,False,WAS,27.0,20.0,SEA,SEA,-3.0,41.0,FedEx Field,False,39.0,10.0,40.0,,Sunday,November,7.0,47.0,WAS,SEA,WAS,SEA,OVER,6.0
131,2003,10,False,TEN,31.0,7.0,MIA,TEN,5.5,39.5,Nissan Stadium,False,45.0,11.0,53.0,,Sunday,November,24.0,38.0,TEN,MIA,TEN,MIA,UNDER,-1.5
132,2003,10,False,LAR,33.0,22.0,BAL,LAR,6.5,43.0,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,November,11.0,55.0,LAR,BAL,LAR,BAL,OVER,12.0
133,2003,10,False,LAC,42.0,28.0,MIN,MIN,-5.5,45.0,Qualcomm Stadium,False,62.0,6.0,80.0,,Sunday,November,14.0,70.0,LAC,MIN,LAC,MIN,OVER,25.0
134,2003,10,False,PIT,28.0,15.0,ARI,PIT,7.0,40.5,Heinz Field,False,31.0,7.0,49.0,,Sunday,November,13.0,43.0,PIT,ARI,PIT,ARI,OVER,2.5
135,2003,10,False,LVR,24.0,27.0,NYJ,NYJ,-3.0,38.0,Oakland Coliseum,False,58.0,13.0,86.0,,Sunday,November,-3.0,51.0,NYJ,LVR,PUSH,PUSH,OVER,13.0
136,2003,10,False,NYG,7.0,27.0,ATL,NYG,11.5,41.0,Giants Stadium,False,38.0,11.0,38.0,,Sunday,November,-20.0,34.0,ATL,NYG,ATL,NYG,UNDER,-7.0
