,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,day_of_week,month,score_diff,score_total,winner,loser,spread_winner,spread_loser,over_under_winner,over_under_diff
1421,2008,6,False,ARI,30.0,24.0,DAL,DAL,-5.0,53.0,University of Phoenix Stadium,False,72.0,0.0,,indoor,Sunday,October,6.0,54.0,ARI,DAL,ARI,DAL,OVER,1.0
1422,2008,6,False,CLE,35.0,14.0,NYG,NYG,-8.0,43.5,FirstEnergy Stadium,False,66.0,7.0,52.0,,Monday,October,21.0,49.0,CLE,NYG,CLE,NYG,OVER,5.5
1423,2008,7,False,LAR,34.0,14.0,DAL,DAL,-8.0,45.0,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,October,20.0,48.0,LAR,DAL,LAR,DAL,OVER,3.0
1424,2008,7,False,LVR,16.0,13.0,NYJ,NYJ,-3.0,41.0,Oakland Coliseum,False,54.0,10.0,80.0,,Sunday,October,3.0,29.0,LVR,NYJ,LVR,NYJ,UNDER,-12.0
1425,2008,7,False,NYG,29.0,17.0,SF,NYG,10.0,47.0,Giants Stadium,False,50.0,17.0,45.0,,Sunday,October,12.0,46.0,NYG,SF,NYG,SF,UNDER,-1.0
1426,2008,7,False,MIA,13.0,27.0,BAL,MIA,3.0,35.0,Sun Life Stadium,False,77.0,10.0,73.0,,Sunday,October,-14.0,40.0,BAL,MIA,BAL,MIA,OVER,5.0
1427,2008,7,False,KC,10.0,34.0,TEN,TEN,-9.0,35.0,Arrowhead Stadium,False,57.0,15.0,66.0,,Sunday,October,-24.0,44.0,TEN,KC,TEN,KC,OVER,9.0
1428,2008,7,False,CHI,48.0,41.0,MIN,CHI,3.0,38.0,Soldier Field,False,50.0,14.0,62.0,,Sunday,October,7.0,89.0,CHI,MIN,CHI,MIN,OVER,51.0
1429,2008,7,False,GB,34.0,14.0,IND,IND,-2.5,47.0,Lambeau Field,False,50.0,14.0,68.0,,Sunday,October,20.0,48.0,GB,IND,GB,IND,OVER,1.0
1430,2008,7,False,CIN,10.0,38.0,PIT,PIT,-8.5,37.0,Paul Brown Stadium,False,50.0,6.0,51.0,,Sunday,October,-28.0,48.0,PIT,CIN,PIT,CIN,OVER,11.0
1431,2008,7,False,TB,20.0,10.0,SEA,TB,11.5,40.5,Raymond James Stadium,False,70.0,12.0,60.0,,Sunday,October,10.0,30.0,TB,SEA,SEA,TB,UNDER,-10.5
1432,2008,7,False,CAR,30.0,7.0,NO,CAR,3.0,44.5,Bank of America Stadium,False,51.0,11.0,59.0,,Sunday,October,23.0,37.0,CAR,NO,CAR,NO,UNDER,-7.5
1433,2008,7,False,BUF,23.0,14.0,LAC,BUF,1.0,45.0,Ralph Wilson Stadium,False,43.0,4.0,60.0,,Sunday,October,9.0,37.0,BUF,LAC,BUF,LAC,UNDER,-8.0
1434,2008,7,False,HOU,28.0,21.0,DET,HOU,11.5,47.5,Reliant Stadium,False,72.0,0.0,,indoor,Sunday,October,7.0,49.0,HOU,DET,DET,HOU,OVER,1.5
1435,2008,7,False,WAS,14.0,11.0,CLE,WAS,7.0,42.0,FedEx Field,False,51.0,14.0,43.0,,Sunday,October,3.0,25.0,WAS,CLE,CLE,WAS,UNDER,-17.0
1436,2008,7,False,NE,41.0,7.0,DEN,NE,3.0,48.0,Gillette Stadium,False,45.0,10.0,49.0,,Monday,October,34.0,48.0,NE,DEN,NE,DEN,PUSH,0.0
1437,2008,8,False,BAL,29.0,10.0,LVR,BAL,8.0,34.5,M&T Bank Stadium,False,52.0,7.0,72.0,,Sunday,October,19.0,39.0,BAL,LVR,BAL,LVR,OVER,4.5
1438,2008,8,False,SF,13.0,34.0,SEA,SF,5.5,41.5,Candlestick Park,False,61.0,11.0,65.0,,Sunday,October,-21.0,47.0,SEA,SF,SEA,SF,OVER,5.5
1439,2008,8,False,PIT,14.0,21.0,NYG,PIT,3.0,41.0,Heinz Field,False,48.0,13.0,64.0,,Sunday,October,-7.0,35.0,NYG,PIT,NYG,PIT,UNDER,-6.0
1440,2008,8,False,PHI,27.0,14.0,ATL,PHI,9.5,45.0,Lincoln Financial Field,False,54.0,10.0,70.0,,Sunday,October,13.0,41.0,PHI,ATL,PHI,ATL,UNDER,-4.0
1441,2008,8,False,NO,37.0,32.0,LAC,LAC,-3.0,45.5,Wembley Stadium,True,55.0,14.0,89.0,,Sunday,October,5.0,69.0,NO,LAC,NO,LAC,OVER,23.5
1442,2008,8,False,NE,23.0,16.0,LAR,NE,9.0,41.0,Gillette Stadium,False,61.0,19.0,69.0,,Sunday,October,7.0,39.0,NE,LAR,LAR,NE,UNDER,-2.0
1443,2008,8,False,NYJ,28.0,24.0,KC,NYJ,14.0,41.0,Giants Stadium,False,58.0,17.0,63.0,,Sunday,October,4.0,52.0,NYJ,KC,KC,NYJ,OVER,11.0
1444,2008,8,False,JAX,17.0,23.0,CLE,JAX,7.0,42.0,EverBank Field,False,65.0,8.0,56.0,,Sunday,October,-6.0,40.0,CLE,JAX,CLE,JAX,UNDER,-2.0
1445,2008,8,False,HOU,35.0,6.0,CIN,HOU,9.0,45.5,Reliant Stadium,False,72.0,0.0,,indoor,Sunday,October,29.0,41.0,HOU,CIN,HOU,CIN,UNDER,-4.5
1446,2008,8,False,DET,17.0,25.0,WAS,WAS,-7.0,42.0,Ford Field,False,72.0,0.0,,indoor,Sunday,October,-8.0,42.0,WAS,DET,WAS,DET,PUSH,0.0
1447,2008,8,False,DAL,13.0,9.0,TB,DAL,1.5,40.5,Texas Stadium,False,69.0,10.0,51.0,,Sunday,October,4.0,22.0,DAL,TB,DAL,TB,UNDER,-18.5
1448,2008,8,False,CAR,27.0,23.0,ARI,CAR,5.5,43.0,Bank of America Stadium,False,54.0,4.0,71.0,,Sunday,October,4.0,50.0,CAR,ARI,ARI,CAR,OVER,7.0
1449,2008,8,False,MIA,25.0,16.0,BUF,MIA,1.0,41.5,Sun Life Stadium,False,78.0,6.0,84.0,,Sunday,October,9.0,41.0,MIA,BUF,MIA,BUF,UNDER,-0.5
1450,2008,8,False,TEN,31.0,21.0,IND,TEN,4.0,41.5,Nissan Stadium,False,50.0,13.0,38.0,,Monday,October,10.0,52.0,TEN,IND,TEN,IND,OVER,10.5
1451,2008,9,False,NYG,35.0,14.0,DAL,NYG,8.5,42.0,Giants Stadium,False,47.0,12.0,49.0,,Sunday,November,21.0,49.0,NYG,DAL,NYG,DAL,OVER,7.0
1452,2008,9,False,TEN,19.0,16.0,GB,TEN,3.5,41.0,Nissan Stadium,False,55.0,2.0,60.0,,Sunday,November,3.0,35.0,TEN,GB,GB,TEN,UNDER,-6.0
1453,2008,9,False,LAR,13.0,34.0,ARI,ARI,-3.0,50.0,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,November,-21.0,47.0,ARI,LAR,ARI,LAR,UNDER,-3.0
1454,2008,9,False,SEA,7.0,26.0,PHI,PHI,-6.5,43.0,CenturyLink Field,False,54.0,12.0,82.0,,Sunday,November,-19.0,33.0,PHI,SEA,PHI,SEA,UNDER,-10.0
1455,2008,9,False,LVR,0.0,24.0,ATL,ATL,-3.0,41.5,Oakland Coliseum,False,61.0,13.0,85.0,,Sunday,November,-24.0,24.0,ATL,LVR,ATL,LVR,UNDER,-17.5
1456,2008,9,False,KC,27.0,30.0,TB,TB,-9.5,36.5,Arrowhead Stadium,False,58.0,10.0,78.0,,Sunday,November,-3.0,57.0,TB,KC,KC,TB,OVER,20.5
1457,2008,9,False,MIN,28.0,21.0,HOU,MIN,5.5,47.0,Hubert H. Humphrey Metrodome,False,72.0,0.0,,indoor,Sunday,November,7.0,49.0,MIN,HOU,MIN,HOU,OVER,2.0
1458,2008,9,False,DEN,17.0,26.0,MIA,DEN,4.0,50.0,Sports Authority Field at Mile High,False,59.0,13.0,29.0,,Sunday,November,-9.0,43.0,MIA,DEN,MIA,DEN,UNDER,-7.0
1459,2008,9,False,CLE,27.0,37.0,BAL,CLE,2.5,36.5,FirstEnergy Stadium,False,46.0,5.0,79.0,,Sunday,November,-10.0,64.0,BAL,CLE,BAL,CLE,OVER,27.5
1460,2008,9,False,CIN,21.0,19.0,JAX,JAX,-7.5,40.0,Paul Brown Stadium,False,59.0,4.0,68.0,,Sunday,November,2.0,40.0,CIN,JAX,CIN,JAX,PUSH,0.0
1461,2008,9,False,CHI,27.0,23.0,DET,CHI,12.5,43.5,Soldier Field,False,54.0,10.0,74.0,,Sunday,November,4.0,50.0,CHI,DET,DET,CHI,OVER,6.5
1462,2008,9,False,BUF,17.0,26.0,NYJ,BUF,5.0,43.0,Ralph Wilson Stadium,False,38.0,8.0,69.0,,Sunday,November,-9.0,43.0,NYJ,BUF,NYJ,BUF,PUSH,0.0
1463,2008,9,False,IND,18.0,15.0,NE,IND,6.5,44.0,Lucas Oil Stadium,False,72.0,0.0,,indoor,Sunday,November,3.0,33.0,IND,NE,NE,IND,UNDER,-11.0
1464,2008,9,False,WAS,6.0,23.0,PIT,WAS,2.5,37.0,FedEx Field,False,52.0,6.0,74.0,,Monday,November,-17.0,29.0,PIT,WAS,PIT,WAS,UNDER,-8.0
1465,2008,10,False,CLE,30.0,34.0,DEN,CLE,3.0,47.0,FirstEnergy Stadium,False,56.0,6.0,66.0,,Thursday,November,-4.0,64.0,DEN,CLE,DEN,CLE,OVER,17.0
1466,2008,10,False,LAC,20.0,19.0,KC,LAC,14.5,47.5,Qualcomm Stadium,False,64.0,16.0,72.0,,Sunday,November,1.0,39.0,LAC,KC,KC,LAC,UNDER,-8.5
1467,2008,10,False,PIT,20.0,24.0,IND,PIT,3.5,39.0,Heinz Field,False,41.0,10.0,66.0,,Sunday,November,-4.0,44.0,IND,PIT,IND,PIT,OVER,5.0
1468,2008,10,False,PHI,31.0,36.0,NYG,PHI,1.5,42.5,Lincoln Financial Field,False,52.0,12.0,63.0,,Sunday,November,-5.0,67.0,NYG,PHI,NYG,PHI,OVER,24.5
1469,2008,10,False,LVR,6.0,17.0,CAR,CAR,-9.5,37.5,Oakland Coliseum,False,56.0,17.0,75.0,,Sunday,November,-11.0,23.0,CAR,LVR,CAR,LVR,UNDER,-14.5
1470,2008,10,False,NYJ,47.0,3.0,LAR,NYJ,9.5,43.5,Giants Stadium,False,55.0,14.0,54.0,,Sunday,November,44.0,50.0,NYJ,LAR,NYJ,LAR,OVER,6.5
1471,2008,10,False,NE,20.0,10.0,BUF,NE,3.5,41.0,Gillette Stadium,False,56.0,12.0,69.0,,Sunday,November,10.0,30.0,NE,BUF,NE,BUF,UNDER,-11.0
1472,2008,10,False,DET,14.0,38.0,JAX,JAX,-5.0,43.0,Ford Field,False,72.0,0.0,,indoor,Sunday,November,-24.0,52.0,JAX,DET,JAX,DET,OVER,9.0
1473,2008,10,False,MIA,21.0,19.0,SEA,MIA,7.5,42.0,Sun Life Stadium,False,75.0,8.0,70.0,,Sunday,November,2.0,40.0,MIA,SEA,SEA,MIA,UNDER,-2.0
1474,2008,10,False,HOU,13.0,41.0,BAL,HOU,2.5,44.0,Reliant Stadium,False,72.0,0.0,,indoor,Sunday,November,-28.0,54.0,BAL,HOU,BAL,HOU,OVER,10.0
1475,2008,10,False,CHI,14.0,21.0,TEN,TEN,-3.0,37.0,Soldier Field,False,36.0,14.0,74.0,,Sunday,November,-7.0,35.0,TEN,CHI,TEN,CHI,UNDER,-2.0
1476,2008,10,False,ATL,34.0,20.0,NO,ATL,1.5,51.0,Georgia Dome,False,72.0,0.0,,indoor,Sunday,November,14.0,54.0,ATL,NO,ATL,NO,OVER,3.0
1477,2008,10,False,MIN,28.0,27.0,GB,MIN,2.5,44.5,Hubert H. Humphrey Metrodome,False,72.0,0.0,,indoor,Sunday,November,1.0,55.0,MIN,GB,GB,MIN,OVER,10.5
1478,2008,10,False,ARI,29.0,24.0,SF,ARI,9.5,47.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,Monday,November,5.0,53.0,ARI,SF,SF,ARI,OVER,5.5
1479,2008,11,False,NE,31.0,34.0,NYJ,NE,3.5,42.5,Gillette Stadium,False,43.0,8.0,61.0,,Thursday,November,-3.0,65.0,NYJ,NE,NYJ,NE,OVER,22.5
1480,2008,11,False,ATL,20.0,24.0,DEN,ATL,6.5,52.0,Georgia Dome,False,72.0,0.0,,indoor,Sunday,November,-4.0,44.0,DEN,ATL,DEN,ATL,UNDER,-8.0
1481,2008,11,False,WAS,10.0,14.0,DAL,DAL,-2.0,43.0,FedEx Field,False,49.0,16.0,51.0,,Sunday,November,-4.0,24.0,DAL,WAS,DAL,WAS,UNDER,-19.0
1482,2008,11,False,TB,19.0,13.0,MIN,TB,5.5,38.5,Raymond James Stadium,False,60.0,13.0,53.0,,Sunday,November,6.0,32.0,TB,MIN,TB,MIN,UNDER,-6.5
1483,2008,11,False,SEA,20.0,26.0,ARI,ARI,-3.0,48.0,CenturyLink Field,False,48.0,2.0,87.0,,Sunday,November,-6.0,46.0,ARI,SEA,ARI,SEA,UNDER,-2.0
1484,2008,11,False,SF,35.0,16.0,LAR,SF,7.0,43.5,Candlestick Park,False,62.0,4.0,66.0,,Sunday,November,19.0,51.0,SF,LAR,SF,LAR,OVER,7.5
1485,2008,11,False,PIT,11.0,10.0,LAC,PIT,4.5,40.5,Heinz Field,False,36.0,17.0,76.0,,Sunday,November,1.0,21.0,PIT,LAC,LAC,PIT,UNDER,-19.5
1486,2008,11,False,MIA,17.0,15.0,LVR,MIA,10.0,37.5,Sun Life Stadium,False,70.0,12.0,59.0,,Sunday,November,2.0,32.0,MIA,LVR,LVR,MIA,UNDER,-5.5
1487,2008,11,False,NYG,30.0,10.0,BAL,NYG,7.0,40.0,Giants Stadium,False,53.0,19.0,60.0,,Sunday,November,20.0,40.0,NYG,BAL,NYG,BAL,PUSH,0.0
1488,2008,11,False,JAX,14.0,24.0,TEN,TEN,-3.0,40.0,EverBank Field,False,52.0,12.0,59.0,,Sunday,November,-10.0,38.0,TEN,JAX,TEN,JAX,UNDER,-2.0
1489,2008,11,False,IND,33.0,27.0,HOU,IND,8.0,50.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,Sunday,November,6.0,60.0,IND,HOU,HOU,IND,OVER,9.5
1490,2008,11,False,GB,37.0,3.0,CHI,GB,3.5,43.0,Lambeau Field,False,32.0,11.0,67.0,,Sunday,November,34.0,40.0,GB,CHI,GB,CHI,UNDER,-3.0
1491,2008,11,False,CIN,13.0,13.0,PHI,PHI,-9.0,41.0,Paul Brown Stadium,False,37.0,14.0,72.0,,Sunday,November,0.0,26.0,TIE,TIE,CIN,PHI,UNDER,-15.0
1492,2008,11,False,CAR,31.0,22.0,DET,CAR,14.0,40.5,Bank of America Stadium,False,46.0,9.0,54.0,,Sunday,November,9.0,53.0,CAR,DET,DET,CAR,OVER,12.5
1493,2008,11,False,KC,20.0,30.0,NO,NO,-6.0,51.0,Arrowhead Stadium,False,39.0,12.0,61.0,,Sunday,November,-10.0,50.0,NO,KC,NO,KC,UNDER,-1.0
1494,2008,11,False,BUF,27.0,29.0,CLE,BUF,5.0,40.0,Ralph Wilson Stadium,False,34.0,14.0,68.0,,Monday,November,-2.0,56.0,CLE,BUF,CLE,BUF,OVER,16.0
1495,2008,12,False,PIT,27.0,10.0,CIN,PIT,11.5,34.5,Heinz Field,False,32.0,14.0,67.0,,Thursday,November,17.0,37.0,PIT,CIN,PIT,CIN,OVER,2.5
1496,2008,12,False,LAC,20.0,23.0,IND,LAC,3.0,49.0,Qualcomm Stadium,False,60.0,4.0,81.0,,Sunday,November,-3.0,43.0,IND,LAC,IND,LAC,UNDER,-6.0
1497,2008,12,False,SEA,17.0,20.0,WAS,WAS,-3.0,40.0,CenturyLink Field,False,43.0,5.0,79.0,,Sunday,November,-3.0,37.0,WAS,SEA,PUSH,PUSH,UNDER,-3.0
1498,2008,12,False,MIA,28.0,48.0,NE,NE,-2.0,42.5,Sun Life Stadium,False,68.0,10.0,57.0,,Sunday,November,-20.0,76.0,NE,MIA,NE,MIA,OVER,33.5
1499,2008,12,False,TEN,13.0,34.0,NYJ,TEN,5.5,41.0,Nissan Stadium,False,40.0,5.0,48.0,,Sunday,November,-21.0,47.0,NYJ,TEN,NYJ,TEN,OVER,6.0
1500,2008,12,False,LAR,3.0,27.0,CHI,CHI,-7.0,44.5,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,November,-24.0,30.0,CHI,LAR,CHI,LAR,UNDER,-14.5
1501,2008,12,False,JAX,12.0,30.0,MIN,JAX,2.5,41.5,EverBank Field,False,49.0,9.0,74.0,,Sunday,November,-18.0,42.0,MIN,JAX,MIN,JAX,OVER,0.5
1502,2008,12,False,KC,31.0,54.0,BUF,BUF,-3.0,43.5,Arrowhead Stadium,False,39.0,12.0,68.0,,Sunday,November,-23.0,85.0,BUF,KC,BUF,KC,OVER,41.5
1503,2008,12,False,DEN,10.0,31.0,LVR,DEN,9.0,43.5,Sports Authority Field at Mile High,False,41.0,12.0,33.0,,Sunday,November,-21.0,41.0,LVR,DEN,LVR,DEN,UNDER,-2.5
1504,2008,12,False,DET,20.0,38.0,TB,TB,-8.0,42.5,Ford Field,False,72.0,0.0,,indoor,Sunday,November,-18.0,58.0,TB,DET,TB,DET,OVER,15.5
1505,2008,12,False,DAL,35.0,22.0,SF,DAL,9.5,45.5,Texas Stadium,False,59.0,13.0,60.0,,Sunday,November,13.0,57.0,DAL,SF,DAL,SF,OVER,11.5
1506,2008,12,False,CLE,6.0,16.0,HOU,CLE,3.0,49.5,FirstEnergy Stadium,False,24.0,7.0,66.0,,Sunday,November,-10.0,22.0,HOU,CLE,HOU,CLE,UNDER,-27.5
1507,2008,12,False,BAL,36.0,7.0,PHI,BAL,2.0,39.5,M&T Bank Stadium,False,31.0,7.0,42.0,,Sunday,November,29.0,43.0,BAL,PHI,BAL,PHI,OVER,3.5
1508,2008,12,False,ATL,45.0,28.0,CAR,ATL,1.0,41.5,Georgia Dome,False,72.0,0.0,,indoor,Sunday,November,17.0,73.0,ATL,CAR,ATL,CAR,OVER,31.5
1509,2008,12,False,ARI,29.0,37.0,NYG,NYG,-3.0,48.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,Sunday,November,-8.0,66.0,NYG,ARI,NYG,ARI,OVER,17.5
1510,2008,12,False,NO,51.0,29.0,GB,NO,1.0,52.0,Louisiana Superdome,False,72.0,0.0,,indoor,Monday,November,22.0,80.0,NO,GB,NO,GB,OVER,28.0
1511,2008,13,False,DAL,34.0,9.0,SEA,DAL,12.0,46.5,Texas Stadium,False,57.0,6.0,46.0,,Thursday,November,25.0,43.0,DAL,SEA,DAL,SEA,UNDER,-3.5
1512,2008,13,False,DET,10.0,47.0,TEN,TEN,-11.0,44.0,Ford Field,False,72.0,0.0,,indoor,Thursday,November,-37.0,57.0,TEN,DET,TEN,DET,OVER,13.0
1513,2008,13,False,PHI,48.0,20.0,ARI,PHI,3.0,49.0,Lincoln Financial Field,False,40.0,12.0,57.0,,Thursday,November,28.0,68.0,PHI,ARI,PHI,ARI,OVER,19.0
1514,2008,13,False,LAR,12.0,16.0,MIA,MIA,-7.0,44.5,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,November,-4.0,28.0,MIA,LAR,LAR,MIA,UNDER,-16.5
1515,2008,13,False,LAC,16.0,22.0,ATL,LAC,6.5,48.0,Qualcomm Stadium,False,59.0,6.0,87.0,,Sunday,November,-6.0,38.0,ATL,LAC,ATL,LAC,UNDER,-10.0
1516,2008,13,False,LVR,13.0,20.0,KC,LVR,3.5,41.5,Oakland Coliseum,False,56.0,4.0,74.0,,Sunday,November,-7.0,33.0,KC,LVR,KC,LVR,UNDER,-8.5
1517,2008,13,False,NYJ,17.0,34.0,DEN,NYJ,8.0,48.0,Giants Stadium,False,40.0,14.0,65.0,,Sunday,November,-17.0,51.0,DEN,NYJ,DEN,NYJ,OVER,3.0
1518,2008,13,False,NE,10.0,33.0,PIT,NE,2.5,40.0,Gillette Stadium,False,36.0,11.0,69.0,,Sunday,November,-23.0,43.0,PIT,NE,PIT,NE,OVER,3.0
1519,2008,13,False,BUF,3.0,10.0,SF,BUF,6.5,43.0,Ralph Wilson Stadium,False,31.0,11.0,75.0,,Sunday,November,-7.0,13.0,SF,BUF,SF,BUF,UNDER,-30.0
1520,2008,13,False,GB,31.0,35.0,CAR,GB,3.0,41.5,Lambeau Field,False,30.0,9.0,83.0,,Sunday,November,-4.0,66.0,CAR,GB,CAR,GB,OVER,24.5
1521,2008,13,False,CLE,6.0,10.0,IND,IND,-4.0,44.0,FirstEnergy Stadium,False,34.0,10.0,76.0,,Sunday,November,-4.0,16.0,IND,CLE,PUSH,PUSH,UNDER,-28.0
1522,2008,13,False,CIN,3.0,34.0,BAL,BAL,-7.0,36.0,Paul Brown Stadium,False,39.0,8.0,75.0,,Sunday,November,-31.0,37.0,BAL,CIN,BAL,CIN,OVER,1.0
1523,2008,13,False,TB,23.0,20.0,NO,TB,3.5,43.5,Raymond James Stadium,False,68.0,13.0,81.0,,Sunday,November,3.0,43.0,TB,NO,NO,TB,UNDER,-0.5
1524,2008,13,False,MIN,34.0,14.0,CHI,MIN,5.0,42.5,Hubert H. Humphrey Metrodome,False,72.0,0.0,,indoor,Sunday,November,20.0,48.0,MIN,CHI,MIN,CHI,OVER,5.5
1525,2008,13,False,WAS,7.0,23.0,NYG,NYG,-4.0,41.0,FedEx Field,False,40.0,8.0,80.0,,Sunday,November,-16.0,30.0,NYG,WAS,NYG,WAS,UNDER,-11.0
1526,2008,13,False,HOU,30.0,17.0,JAX,HOU,3.0,48.5,Reliant Stadium,False,72.0,0.0,,indoor,Monday,December,13.0,47.0,HOU,JAX,HOU,JAX,UNDER,-1.5
1527,2008,14,False,LAC,34.0,7.0,LVR,LAC,9.0,41.0,Qualcomm Stadium,False,61.0,6.0,72.0,,Thursday,December,27.0,41.0,LAC,LVR,LAC,LVR,PUSH,0.0
1528,2008,14,False,TEN,28.0,9.0,CLE,TEN,13.5,36.5,Nissan Stadium,False,31.0,7.0,53.0,,Sunday,December,19.0,37.0,TEN,CLE,TEN,CLE,OVER,0.5
1529,2008,14,False,SEA,21.0,24.0,NE,NE,-7.5,43.0,CenturyLink Field,False,48.0,12.0,84.0,,Sunday,December,-3.0,45.0,NE,SEA,SEA,NE,OVER,2.0
1530,2008,14,False,SF,24.0,14.0,NYJ,NYJ,-5.0,45.5,Candlestick Park,False,51.0,6.0,83.0,,Sunday,December,10.0,38.0,SF,NYJ,SF,NYJ,UNDER,-7.5
1531,2008,14,False,NYG,14.0,20.0,PHI,NYG,7.0,40.5,Giants Stadium,False,35.0,19.0,60.0,,Sunday,December,-6.0,34.0,PHI,NYG,PHI,NYG,UNDER,-6.5
1532,2008,14,False,NO,29.0,25.0,ATL,NO,3.0,51.5,Louisiana Superdome,False,72.0,0.0,,indoor,Sunday,December,4.0,54.0,NO,ATL,NO,ATL,OVER,2.5
1533,2008,14,False,IND,35.0,3.0,CIN,IND,13.5,41.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,Sunday,December,32.0,38.0,IND,CIN,IND,CIN,UNDER,-3.5
1534,2008,14,False,PIT,20.0,13.0,DAL,PIT,4.0,38.5,Heinz Field,False,24.0,20.0,66.0,,Sunday,December,7.0,33.0,PIT,DAL,PIT,DAL,UNDER,-5.5
1535,2008,14,False,DET,16.0,20.0,MIN,MIN,-10.5,45.5,Ford Field,False,72.0,0.0,,indoor,Sunday,December,-4.0,36.0,MIN,DET,DET,MIN,UNDER,-9.5
1536,2008,14,False,DEN,24.0,17.0,KC,DEN,9.0,49.0,Sports Authority Field at Mile High,False,50.0,10.0,47.0,,Sunday,December,7.0,41.0,DEN,KC,KC,DEN,UNDER,-8.0
1537,2008,14,False,CHI,23.0,10.0,JAX,CHI,6.5,40.0,Soldier Field,False,13.0,13.0,63.0,,Sunday,December,13.0,33.0,CHI,JAX,CHI,JAX,UNDER,-7.0
1538,2008,14,False,BUF,3.0,16.0,MIA,BUF,2.0,42.5,Rogers Centre,True,72.0,0.0,,indoor,Sunday,December,-13.0,19.0,MIA,BUF,MIA,BUF,UNDER,-23.5
1539,2008,14,False,BAL,24.0,10.0,WAS,BAL,6.5,35.0,M&T Bank Stadium,False,31.0,15.0,66.0,,Sunday,December,14.0,34.0,BAL,WAS,BAL,WAS,UNDER,-1.0
1540,2008,14,False,ARI,34.0,10.0,LAR,ARI,14.5,48.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,Sunday,December,24.0,44.0,ARI,LAR,ARI,LAR,UNDER,-4.5
1541,2008,14,False,GB,21.0,24.0,HOU,GB,7.0,47.5,Lambeau Field,False,6.0,10.0,71.0,,Sunday,December,-3.0,45.0,HOU,GB,HOU,GB,UNDER,-2.5
1542,2008,14,False,CAR,38.0,23.0,TB,CAR,3.0,38.5,Bank of America Stadium,False,35.0,4.0,39.0,,Monday,December,15.0,61.0,CAR,TB,CAR,TB,OVER,22.5
1543,2008,15,False,CHI,27.0,24.0,NO,CHI,3.0,46.0,Soldier Field,False,24.0,8.0,69.0,,Thursday,December,3.0,51.0,CHI,NO,PUSH,PUSH,OVER,5.0
1544,2008,15,False,JAX,20.0,16.0,GB,GB,-2.5,46.0,EverBank Field,False,56.0,9.0,78.0,,Sunday,December,4.0,36.0,JAX,GB,JAX,GB,UNDER,-10.0
1545,2008,15,False,LVR,26.0,49.0,NE,NE,-7.0,39.5,Oakland Coliseum,False,45.0,15.0,73.0,,Sunday,December,-23.0,75.0,NE,LVR,NE,LVR,OVER,35.5
1546,2008,15,False,NYJ,31.0,27.0,BUF,NYJ,8.0,41.0,Giants Stadium,False,36.0,10.0,52.0,,Sunday,December,4.0,58.0,NYJ,BUF,BUF,NYJ,OVER,17.0
1547,2008,15,False,MIA,14.0,9.0,SF,MIA,5.5,41.0,Sun Life Stadium,False,74.0,16.0,58.0,,Sunday,December,5.0,23.0,MIA,SF,SF,MIA,UNDER,-18.0
1548,2008,15,False,KC,21.0,22.0,LAC,LAC,-5.5,41.0,Arrowhead Stadium,False,46.0,26.0,68.0,,Sunday,December,-1.0,43.0,LAC,KC,KC,LAC,OVER,2.0
1549,2008,15,False,LAR,20.0,23.0,SEA,SEA,-2.5,42.0,Edward Jones Dome,False,72.0,0.0,,indoor,Sunday,December,-3.0,43.0,SEA,LAR,SEA,LAR,OVER,1.0
1550,2008,15,False,IND,31.0,21.0,DET,IND,17.0,45.0,Lucas Oil Stadium,False,72.0,0.0,,indoor,Sunday,December,10.0,52.0,IND,DET,DET,IND,OVER,7.0
1551,2008,15,False,CIN,20.0,13.0,WAS,WAS,-6.5,36.5,Paul Brown Stadium,False,43.0,18.0,54.0,,Sunday,December,7.0,33.0,CIN,WAS,CIN,WAS,UNDER,-3.5
1552,2008,15,False,DAL,20.0,8.0,NYG,DAL,3.0,46.0,Texas Stadium,False,70.0,27.0,56.0,,Sunday,December,12.0,28.0,DAL,NYG,DAL,NYG,UNDER,-18.0
1553,2008,15,False,CAR,30.0,10.0,DEN,CAR,7.5,48.0,Bank of America Stadium,False,39.0,5.0,59.0,,Sunday,December,20.0,40.0,CAR,DEN,CAR,DEN,UNDER,-8.0
1554,2008,15,False,BAL,9.0,13.0,PIT,BAL,3.0,34.0,M&T Bank Stadium,False,34.0,6.0,64.0,,Sunday,December,-4.0,22.0,PIT,BAL,PIT,BAL,UNDER,-12.0
1555,2008,15,False,ATL,13.0,10.0,TB,ATL,4.5,43.5,Georgia Dome,False,72.0,0.0,,indoor,Sunday,December,3.0,23.0,ATL,TB,TB,ATL,UNDER,-20.5
